"","carat","cut","color","clarity","depth","table","price","x","y","z","clarity_level"
"997",0.27,"Ideal","F","IF",63,55,760,4.13,4.16,2.61,"high"
"998",0.31,"Ideal","H","IF",60.8,57,761,4.38,4.4,2.67,"high"
"999",0.31,"Premium","H","IF",60.4,58,761,4.41,4.43,2.67,"high"
"1000",0.32,"Premium","H","IF",61.8,58,763,4.35,4.39,2.7,"high"
"1001",0.3,"Ideal","H","IF",61.2,55,764,4.36,4.37,2.67,"high"
"1002",0.3,"Ideal","H","IF",61.5,58,764,4.28,4.3,2.64,"high"
"1003",0.3,"Ideal","H","IF",60.8,56,764,4.36,4.39,2.66,"high"
"1004",0.3,"Ideal","H","IF",62.2,54,764,4.34,4.37,2.71,"high"
"1005",0.3,"Ideal","H","IF",61.8,57,764,4.31,4.36,2.68,"high"
"1006",0.3,"Ideal","H","IF",62.5,56,764,4.31,4.33,2.7,"high"
"1007",0.3,"Ideal","H","IF",62.3,54,764,4.34,4.36,2.71,"high"
"1008",0.3,"Ideal","H","IF",61.5,56,764,4.32,4.33,2.66,"high"
"1009",0.3,"Ideal","H","IF",61.2,56,764,4.36,4.37,2.67,"high"
"1010",0.3,"Ideal","H","IF",61.6,57,764,4.31,4.33,2.66,"high"
"1011",0.3,"Ideal","H","IF",62.1,57,764,4.29,4.31,2.67,"high"
"1012",0.3,"Ideal","H","IF",62,57,764,4.26,4.29,2.65,"high"
"1013",0.3,"Ideal","H","IF",62,55,764,4.33,4.35,2.69,"high"
"1014",0.3,"Ideal","H","IF",61.3,58,764,4.3,4.31,2.64,"high"
"1015",0.31,"Ideal","F","IF",59.7,60,766,4.4,4.44,2.64,"high"
"1016",0.23,"Very Good","H","IF",63.9,55,369,3.89,3.9,2.49,"high"
"1017",0.26,"Ideal","F","IF",60.9,55,768,4.15,4.23,2.55,"high"
"1018",0.5,"Premium","F","I1",60.5,60,770,5.15,5.07,3.1,"low"
"1019",0.31,"Ideal","H","IF",62,56,772,4.36,4.39,2.71,"high"
"1020",0.31,"Ideal","H","IF",61.4,57,772,4.36,4.39,2.68,"high"
"1021",0.3,"Very Good","G","IF",61.4,58,774,4.27,4.33,2.64,"high"
"1022",0.43,"Premium","H","I1",62,59,452,4.78,4.83,2.98,"low"
"1023",0.41,"Ideal","J","IF",62.1,54,777,4.78,4.81,2.98,"high"
"1024",0.31,"Very Good","H","IF",61.3,55,778,4.37,4.4,2.69,"high"
"1025",0.35,"Ideal","I","IF",62.7,55,778,4.51,4.55,2.84,"high"
"1026",0.3,"Good","F","IF",64.3,53,780,4.22,4.27,2.73,"high"
"1027",0.32,"Ideal","H","IF",61.9,54.2,783,4.38,4.42,2.72,"high"
"1028",0.31,"Ideal","G","IF",62.8,56,786,4.34,4.39,2.74,"high"
"1029",0.28,"Very Good","F","IF",59.8,56,787,4.27,4.29,2.56,"high"
"1030",0.28,"Ideal","F","IF",62.6,53,787,4.18,4.19,2.62,"high"
"1031",0.28,"Ideal","F","IF",61.4,57,787,4.22,4.25,2.6,"high"
"1032",0.28,"Ideal","F","IF",61.9,56,787,4.18,4.21,2.59,"high"
"1033",0.33,"Very Good","H","IF",62.9,58,787,4.38,4.43,2.77,"high"
"1034",0.33,"Very Good","H","IF",61.7,59,787,4.43,4.45,2.74,"high"
"1035",0.31,"Ideal","H","IF",61.3,56,789,4.37,4.41,2.69,"high"
"1036",0.31,"Ideal","H","IF",61.4,56,789,4.39,4.41,2.7,"high"
"1037",0.31,"Ideal","H","IF",61.3,56,789,4.39,4.42,2.7,"high"
"1038",0.31,"Ideal","H","IF",61.8,57,789,4.32,4.35,2.68,"high"
"1039",0.31,"Ideal","H","IF",62,54,789,4.38,4.4,2.72,"high"
"1040",0.31,"Ideal","H","IF",62.3,55,789,4.32,4.35,2.7,"high"
"1041",0.31,"Ideal","H","IF",61.2,56,789,4.36,4.4,2.68,"high"
"1042",0.31,"Ideal","H","IF",62.2,54,789,4.38,4.4,2.73,"high"
"1043",0.31,"Ideal","H","IF",62.2,54,789,4.38,4.4,2.73,"high"
"1044",0.3,"Ideal","H","IF",60.8,56,789,4.35,4.37,2.65,"high"
"1045",0.3,"Ideal","H","IF",61.5,56,789,4.31,4.34,2.66,"high"
"1046",0.3,"Premium","H","IF",60.4,60,789,4.3,4.34,2.61,"high"
"1047",0.3,"Very Good","H","IF",62.9,58,789,4.26,4.29,2.69,"high"
"1048",0.3,"Ideal","H","IF",61.8,55,789,4.3,4.31,2.66,"high"
"1049",0.3,"Ideal","H","IF",62.1,55,789,4.27,4.3,2.66,"high"
"1050",0.3,"Ideal","G","IF",62.6,56,794,4.29,4.32,2.69,"high"
"1051",0.33,"Very Good","H","IF",61.7,55,795,4.45,4.48,2.75,"high"
"1052",0.32,"Ideal","H","IF",61.6,56,796,4.4,4.43,2.72,"high"
"1053",0.27,"Ideal","F","IF",61.8,55,796,4.16,4.19,2.58,"high"
"1054",0.3,"Good","F","IF",58.8,61,796,4.35,4.39,2.57,"high"
"1055",0.3,"Ideal","G","IF",62.4,55,799,4.3,4.32,2.69,"high"
"1056",0.31,"Ideal","G","IF",62,54,801,4.35,4.39,2.71,"high"
"1057",0.33,"Ideal","H","IF",61.8,55.2,806,4.44,4.47,2.76,"high"
"1058",0.6,"Premium","H","I1",60.1,60,806,5.51,5.44,3.29,"low"
"1059",0.35,"Ideal","I","IF",61.8,53,808,4.55,4.57,2.81,"high"
"1060",0.3,"Very Good","I","IF",63.3,57,810,4.3,4.23,2.7,"high"
"1061",0.3,"Premium","I","IF",60.5,59,810,4.34,4.32,2.62,"high"
"1062",0.3,"Very Good","I","IF",63.3,56,810,4.26,4.21,2.68,"high"
"1063",0.3,"Ideal","G","IF",61.8,55,813,4.33,4.35,2.68,"high"
"1064",0.31,"Good","E","IF",64.2,60,813,4.22,4.28,2.73,"high"
"1065",0.32,"Ideal","H","IF",61.2,56,814,4.4,4.42,2.7,"high"
"1066",0.32,"Ideal","H","IF",61.8,55,814,4.42,4.45,2.74,"high"
"1067",0.32,"Ideal","H","IF",61.1,56,814,4.45,4.48,2.73,"high"
"1068",0.32,"Ideal","H","IF",61.2,57,814,4.41,4.44,2.71,"high"
"1069",0.32,"Ideal","H","IF",61.6,55,814,4.41,4.42,2.72,"high"
"1070",0.32,"Ideal","H","IF",62.6,54,814,4.38,4.4,2.75,"high"
"1071",0.32,"Ideal","H","IF",62,55,814,4.39,4.42,2.73,"high"
"1072",0.32,"Ideal","H","IF",61.6,54,814,4.41,4.49,2.74,"high"
"1073",0.32,"Ideal","H","IF",61.4,55,814,4.42,4.47,2.73,"high"
"1074",0.32,"Ideal","H","IF",62.2,54,814,4.37,4.41,2.73,"high"
"1075",0.32,"Ideal","H","IF",62.1,54,814,4.41,4.45,2.75,"high"
"1076",0.29,"Very Good","F","IF",59.9,56,815,4.35,4.37,2.61,"high"
"1077",0.29,"Ideal","E","IF",61.9,57,815,4.25,4.29,2.64,"high"
"1078",0.31,"Ideal","H","IF",60,57,816,4.39,4.41,2.64,"high"
"1079",0.31,"Ideal","H","IF",61.8,56,816,4.36,4.38,2.7,"high"
"1080",0.31,"Premium","H","IF",61,58,816,4.34,4.38,2.66,"high"
"1081",0.31,"Ideal","H","IF",62.1,54,816,4.33,4.37,2.7,"high"
"1082",0.31,"Premium","H","IF",61.7,58,816,4.33,4.36,2.68,"high"
"1083",0.33,"Ideal","H","IF",61.6,55,820,4.44,4.47,2.74,"high"
"1084",0.27,"Premium","F","IF",61.7,57,820,4.21,4.12,2.57,"high"
"1085",0.31,"Ideal","F","IF",62.3,57,821,4.25,4.29,2.66,"high"
"1086",0.28,"Ideal","F","IF",62,53,825,4.23,4.29,2.64,"high"
"1087",0.3,"Ideal","G","IF",62.6,54,826,4.3,4.33,2.7,"high"
"1088",0.51,"Premium","E","I1",58,60,826,5.29,5.23,3.05,"low"
"1089",0.38,"Very Good","J","IF",60.9,61,827,4.66,4.73,2.86,"high"
"1090",0.5,"Fair","F","I1",57.5,66,827,5.3,5.17,3.01,"low"
"1091",0.41,"Good","J","IF",63.5,54,827,4.7,4.75,3,"high"
"1092",0.41,"Good","J","IF",63.6,54,827,4.72,4.75,3.01,"high"
"1093",0.28,"Ideal","F","IF",62.4,55,828,4.2,4.17,2.61,"high"
"1094",0.4,"Very Good","J","IF",62.7,60,828,4.64,4.7,2.93,"high"
"1095",0.4,"Very Good","J","IF",62.2,61,828,4.68,4.71,2.92,"high"
"1096",0.4,"Ideal","J","IF",62.4,56,828,4.71,4.74,2.95,"high"
"1097",0.4,"Ideal","J","IF",62.6,56,828,4.71,4.75,2.96,"high"
"1098",0.3,"Ideal","G","IF",62.3,52.8,830,4.29,4.33,2.69,"high"
"1099",0.3,"Ideal","G","IF",62,54.4,830,4.3,4.32,2.67,"high"
"1100",0.3,"Very Good","G","IF",61.4,59,831,4.27,4.3,2.63,"high"
"1101",0.35,"Very Good","G","IF",62.1,56,833,4.54,4.57,2.82,"high"
"1102",0.6,"Premium","H","I1",62.1,62,835,5.33,5.27,3.3,"low"
"1103",0.3,"Very Good","G","IF",58.4,62,835,4.4,4.43,2.58,"high"
"1104",0.31,"Ideal","I","IF",62.2,54,837,4.39,4.36,2.72,"high"
"1105",0.31,"Ideal","I","IF",61.3,57,837,4.4,4.34,2.68,"high"
"1106",0.33,"Very Good","H","IF",61.2,56,838,4.46,4.5,2.74,"high"
"1107",0.33,"Ideal","H","IF",61.6,55,838,4.48,4.51,2.77,"high"
"1108",0.33,"Ideal","H","IF",61.1,56,838,4.47,4.5,2.74,"high"
"1109",0.33,"Ideal","H","IF",61.4,54,838,4.47,4.49,2.75,"high"
"1110",0.33,"Ideal","H","IF",62.1,54,838,4.44,4.48,2.77,"high"
"1111",0.33,"Ideal","H","IF",61.8,54,838,4.47,4.49,2.77,"high"
"1112",0.33,"Ideal","H","IF",62,55,838,4.46,4.48,2.77,"high"
"1113",0.31,"Ideal","G","IF",61.6,56,839,4.37,4.4,2.7,"high"
"1114",0.31,"Ideal","G","IF",61.5,57,840,4.35,4.37,2.68,"high"
"1115",0.5,"Premium","E","I1",60.7,61,840,5.14,5.05,3.09,"low"
"1116",0.5,"Premium","E","I1",61.4,60,840,5.18,5.03,3.14,"low"
"1117",0.32,"Premium","H","IF",61.2,58,842,4.37,4.39,2.68,"high"
"1118",0.32,"Ideal","H","IF",60.9,56,842,4.41,4.42,2.69,"high"
"1119",0.34,"Ideal","H","IF",61.6,55,844,4.51,4.55,2.78,"high"
"1120",0.3,"Ideal","G","IF",62.2,55,844,4.3,4.32,2.68,"high"
"1121",0.3,"Ideal","G","IF",61,56,844,4.34,4.37,2.65,"high"
"1122",0.3,"Ideal","G","IF",61.8,57,844,4.28,4.31,2.65,"high"
"1123",0.3,"Premium","F","IF",61.6,58,846,4.3,4.34,2.66,"high"
"1124",0.3,"Very Good","G","IF",62.3,55,850,4.31,4.33,2.69,"high"
"1125",0.3,"Ideal","G","IF",61.7,53,850,4.33,4.36,2.68,"high"
"1126",0.3,"Ideal","G","IF",62.2,56,850,4.26,4.29,2.66,"high"
"1127",0.5,"Premium","F","I1",61.9,58,851,5.15,5.05,3.15,"low"
"1128",0.36,"Ideal","I","IF",60.8,57,852,4.6,4.64,2.81,"high"
"1129",0.33,"Premium","G","IF",59.4,59,853,4.49,4.54,2.68,"high"
"1130",0.31,"Ideal","G","IF",61.6,54,853,4.36,4.4,2.7,"high"
"1131",0.31,"Ideal","G","IF",60.5,61,853,4.39,4.4,2.66,"high"
"1132",0.41,"Good","G","I1",63.8,56,467,4.7,4.74,3.01,"low"
"1133",0.32,"Good","D","I1",64,54,468,4.36,4.33,2.78,"low"
"1134",0.26,"Ideal","H","IF",61.1,57,468,4.12,4.16,2.53,"high"
"1135",0.35,"Ideal","H","IF",61.7,54,859,4.53,4.55,2.8,"high"
"1136",0.33,"Ideal","G","IF",62.7,56,861,4.39,4.44,2.77,"high"
"1137",0.33,"Ideal","I","IF",61.2,56,862,4.46,4.49,2.74,"high"
"1138",0.3,"Very Good","G","IF",62.6,56,863,4.27,4.29,2.68,"high"
"1139",0.34,"Ideal","H","IF",61.6,54,863,4.49,4.53,2.78,"high"
"1140",0.34,"Ideal","H","IF",61.9,53,863,4.5,4.52,2.79,"high"
"1141",0.34,"Ideal","H","IF",61.7,56,863,4.5,4.51,2.78,"high"
"1142",0.34,"Ideal","H","IF",62,53,863,4.49,4.51,2.79,"high"
"1143",0.34,"Ideal","H","IF",61.8,54,863,4.51,4.55,2.8,"high"
"1144",0.34,"Ideal","H","IF",61.7,55,863,4.5,4.54,2.79,"high"
"1145",0.3,"Ideal","G","IF",61.5,55,863,4.33,4.35,2.67,"high"
"1146",0.3,"Ideal","G","IF",61.6,53,863,4.32,4.35,2.67,"high"
"1147",0.3,"Ideal","G","IF",61.3,55,863,4.33,4.35,2.66,"high"
"1148",0.3,"Ideal","G","IF",62.1,55,863,4.32,4.35,2.69,"high"
"1149",0.3,"Ideal","G","IF",62.4,55,863,4.32,4.34,2.7,"high"
"1150",0.3,"Ideal","G","IF",62.3,56,863,4.31,4.32,2.69,"high"
"1151",0.3,"Ideal","G","IF",61.9,57,863,4.27,4.29,2.65,"high"
"1152",0.3,"Ideal","G","IF",62.4,54,863,4.31,4.34,2.7,"high"
"1153",0.3,"Ideal","G","IF",60.7,57,863,4.34,4.39,2.65,"high"
"1154",0.3,"Ideal","G","IF",62,55,863,4.33,4.35,2.69,"high"
"1155",0.3,"Ideal","G","IF",61.2,57,863,4.35,4.38,2.67,"high"
"1156",0.3,"Ideal","G","IF",62,54,863,4.33,4.35,2.69,"high"
"1157",0.3,"Ideal","G","IF",62.1,55,863,4.32,4.34,2.69,"high"
"1158",0.3,"Ideal","G","IF",60.9,58,863,4.32,4.35,2.64,"high"
"1159",0.3,"Ideal","G","IF",61.6,56,863,4.34,4.36,2.68,"high"
"1160",0.3,"Ideal","G","IF",61.8,55,863,4.32,4.36,2.68,"high"
"1161",0.3,"Ideal","G","IF",62.3,54,863,4.32,4.35,2.7,"high"
"1162",0.3,"Ideal","G","IF",62.1,55,863,4.32,4.35,2.69,"high"
"1163",0.3,"Ideal","G","IF",60.9,56,863,4.34,4.36,2.65,"high"
"1164",0.3,"Ideal","G","IF",61.5,56,863,4.32,4.36,2.67,"high"
"1165",0.3,"Ideal","G","IF",62.1,54,863,4.3,4.33,2.68,"high"
"1166",0.3,"Ideal","G","IF",62.3,56,863,4.29,4.32,2.68,"high"
"1167",0.3,"Ideal","G","IF",61.4,57,863,4.3,4.33,2.65,"high"
"1168",0.3,"Ideal","G","IF",62.2,55,863,4.31,4.34,2.69,"high"
"1169",0.3,"Ideal","G","IF",60.9,57,863,4.35,4.39,2.66,"high"
"1170",0.3,"Ideal","G","IF",62.1,53,863,4.3,4.33,2.68,"high"
"1171",0.3,"Ideal","G","IF",62.5,54,863,4.31,4.33,2.7,"high"
"1172",0.3,"Ideal","G","IF",62.3,55,863,4.3,4.33,2.69,"high"
"1173",0.3,"Ideal","G","IF",61.9,55,863,4.33,4.36,2.69,"high"
"1174",0.3,"Ideal","G","IF",61,57,863,4.31,4.34,2.64,"high"
"1175",0.3,"Ideal","G","IF",62.1,57,863,4.27,4.29,2.66,"high"
"1176",0.32,"Premium","I","IF",60.3,58,864,4.45,4.41,2.67,"high"
"1177",0.32,"Ideal","I","IF",60.8,54,864,4.47,4.44,2.71,"high"
"1178",0.32,"Premium","I","IF",61.9,59,864,4.39,4.37,2.71,"high"
"1179",0.32,"Ideal","I","IF",62.2,57,864,4.37,4.35,2.71,"high"
"1180",0.36,"Very Good","H","IF",62.3,56,865,4.55,4.58,2.85,"high"
"1181",0.36,"Very Good","H","IF",61.6,56,865,4.57,4.62,2.83,"high"
"1182",0.36,"Very Good","H","IF",60.8,57,865,4.58,4.6,2.79,"high"
"1183",0.39,"Ideal","I","IF",60.8,56,865,4.73,4.75,2.88,"high"
"1184",0.33,"Premium","H","IF",62,58,868,4.39,4.42,2.73,"high"
"1185",0.33,"Very Good","H","IF",60.3,59,868,4.47,4.49,2.7,"high"
"1186",0.33,"Ideal","H","IF",61.9,55,868,4.42,4.44,2.74,"high"
"1187",0.33,"Premium","H","IF",61.8,60,868,4.4,4.44,2.73,"high"
"1188",0.33,"Ideal","H","IF",62.1,55,868,4.41,4.44,2.75,"high"
"1189",0.35,"Ideal","H","IF",61.5,57,868,4.55,4.58,2.8,"high"
"1190",0.52,"Premium","F","I1",63,56,870,5.18,5.11,3.24,"low"
"1191",0.31,"Ideal","G","IF",61,55,871,4.39,4.42,2.69,"high"
"1192",0.31,"Ideal","G","IF",62.1,56,871,4.31,4.34,2.69,"high"
"1193",0.31,"Ideal","G","IF",62.5,56,871,4.33,4.37,2.71,"high"
"1194",0.31,"Ideal","G","IF",62.3,56,871,4.34,4.36,2.71,"high"
"1195",0.31,"Ideal","G","IF",61.9,56,871,4.33,4.35,2.68,"high"
"1196",0.31,"Ideal","G","IF",61.5,54,871,4.4,4.41,2.71,"high"
"1197",0.31,"Ideal","G","IF",61.1,57,871,4.38,4.42,2.68,"high"
"1198",0.31,"Ideal","G","IF",61.7,55,871,4.37,4.39,2.7,"high"
"1199",0.31,"Ideal","G","IF",60.7,58,871,4.37,4.41,2.67,"high"
"1200",0.32,"Very Good","G","IF",62.9,55,872,4.37,4.4,2.75,"high"
"1201",0.3,"Ideal","F","IF",59.4,60,873,4.37,4.39,2.6,"high"
"1202",0.3,"Ideal","F","IF",61.8,55,873,4.31,4.33,2.67,"high"
"1203",0.3,"Ideal","F","IF",61.3,55,873,4.32,4.36,2.66,"high"
"1204",0.3,"Ideal","F","IF",60.5,60,873,4.34,4.36,2.63,"high"
"1205",0.3,"Ideal","F","IF",60.4,60,873,4.32,4.35,2.62,"high"
"1206",0.3,"Ideal","F","IF",61.3,56,873,4.3,4.34,2.65,"high"
"1207",0.3,"Ideal","F","IF",59.8,58,873,4.37,4.46,2.64,"high"
"1208",0.3,"Ideal","F","IF",60,59,873,4.37,4.39,2.63,"high"
"1209",0.3,"Ideal","F","IF",61.7,56,873,4.31,4.35,2.67,"high"
"1210",0.3,"Ideal","F","IF",60.8,57,873,4.34,4.38,2.65,"high"
"1211",0.3,"Ideal","F","IF",60.9,57,873,4.35,4.38,2.66,"high"
"1212",0.3,"Ideal","F","IF",61.3,58,873,4.29,4.33,2.64,"high"
"1213",0.31,"Ideal","F","IF",62.2,56,874,4.31,4.34,2.69,"high"
"1214",0.31,"Ideal","F","IF",62.3,57,874,4.3,4.34,2.69,"high"
"1215",0.31,"Premium","F","IF",60.8,59,874,4.36,4.39,2.66,"high"
"1216",0.31,"Premium","F","IF",61.6,58,874,4.33,4.37,2.68,"high"
"1217",0.36,"Ideal","H","IF",62.2,54.1,877,4.57,4.6,2.86,"high"
"1218",0.31,"Very Good","G","IF",60.8,56,878,4.41,4.44,2.69,"high"
"1219",0.34,"Premium","G","IF",60.5,58,879,4.47,4.52,2.72,"high"
"1220",0.32,"Ideal","G","IF",62.3,54,883,4.39,4.4,2.74,"high"
"1221",0.3,"Very Good","F","IF",62.4,56,886,4.28,4.31,2.68,"high"
"1222",0.3,"Very Good","F","IF",62,58,886,4.28,4.3,2.66,"high"
"1223",0.3,"Very Good","F","IF",62,55,886,4.33,4.35,2.69,"high"
"1224",0.3,"Very Good","F","IF",62.6,55,886,4.3,4.32,2.7,"high"
"1225",0.3,"Very Good","F","IF",62.1,57,886,4.26,4.3,2.66,"high"
"1226",0.3,"Very Good","F","IF",62.5,56,886,4.27,4.3,2.68,"high"
"1227",0.3,"Ideal","F","IF",61.8,54,886,4.34,4.36,2.69,"high"
"1228",0.3,"Ideal","F","IF",62,58,886,4.25,4.3,2.65,"high"
"1229",0.3,"Ideal","F","IF",61.1,58,886,4.32,4.36,2.65,"high"
"1230",0.3,"Ideal","F","IF",61.8,58,886,4.27,4.3,2.65,"high"
"1231",0.3,"Ideal","F","IF",61.8,56,886,4.29,4.32,2.66,"high"
"1232",0.3,"Ideal","F","IF",62.4,56,886,4.26,4.3,2.67,"high"
"1233",0.3,"Ideal","F","IF",62.3,57,886,4.25,4.29,2.66,"high"
"1234",0.3,"Ideal","F","IF",62.1,57,886,4.29,4.31,2.67,"high"
"1235",0.3,"Ideal","F","IF",61.7,57,886,4.28,4.31,2.65,"high"
"1236",0.3,"Ideal","F","IF",61.4,57,886,4.34,4.36,2.67,"high"
"1237",0.3,"Ideal","F","IF",62.3,55,886,4.3,4.34,2.69,"high"
"1238",0.3,"Ideal","F","IF",62.3,57,886,4.29,4.31,2.68,"high"
"1239",0.3,"Ideal","F","IF",61.7,58,886,4.3,4.32,2.66,"high"
"1240",0.3,"Ideal","F","IF",62.1,54,886,4.32,4.35,2.69,"high"
"1241",0.3,"Ideal","F","IF",61.8,54,886,4.34,4.37,2.69,"high"
"1242",0.3,"Ideal","F","IF",62.2,56,886,4.31,4.34,2.69,"high"
"1243",0.3,"Ideal","F","IF",62.4,54,886,4.33,4.36,2.71,"high"
"1244",0.3,"Ideal","F","IF",61.4,56,886,4.32,4.34,2.66,"high"
"1245",0.3,"Ideal","F","IF",60.9,56,886,4.33,4.37,2.65,"high"
"1246",0.3,"Ideal","F","IF",61.6,58,886,4.28,4.32,2.65,"high"
"1247",0.3,"Ideal","F","IF",61.8,55,886,4.32,4.35,2.68,"high"
"1248",0.3,"Ideal","F","IF",62.2,57,886,4.3,4.32,2.68,"high"
"1249",0.3,"Ideal","F","IF",61.9,57,886,4.29,4.33,2.67,"high"
"1250",0.3,"Ideal","F","IF",62.5,54,886,4.31,4.33,2.7,"high"
"1251",0.3,"Ideal","F","IF",62.6,57,886,4.25,4.28,2.67,"high"
"1252",0.3,"Ideal","F","IF",62.1,57,886,4.27,4.3,2.66,"high"
"1253",0.3,"Ideal","F","IF",61.3,56,886,4.33,4.35,2.66,"high"
"1254",0.3,"Ideal","F","IF",62.1,55,886,4.32,4.35,2.69,"high"
"1255",0.3,"Ideal","F","IF",62.1,55,886,4.31,4.35,2.69,"high"
"1256",0.3,"Ideal","F","IF",62,56,886,4.31,4.33,2.68,"high"
"1257",0.3,"Ideal","F","IF",62.3,53,886,4.34,4.36,2.71,"high"
"1258",0.3,"Ideal","F","IF",62.4,58,886,4.25,4.28,2.66,"high"
"1259",0.3,"Ideal","F","IF",61.8,56,886,4.31,4.33,2.67,"high"
"1260",0.3,"Ideal","F","IF",62.3,55,886,4.29,4.31,2.68,"high"
"1261",0.3,"Ideal","F","IF",62.2,53,886,4.34,4.38,2.71,"high"
"1262",0.38,"Good","I","IF",56.6,59,886,4.82,4.87,2.74,"high"
"1263",0.53,"Premium","F","I1",61.3,58,886,5.22,5.18,3.19,"low"
"1264",0.35,"Ideal","H","IF",62.1,54,887,4.55,4.59,2.84,"high"
"1265",0.31,"Ideal","F","IF",60.8,56,888,4.43,4.45,2.7,"high"
"1266",0.43,"Ideal","J","IF",62.4,56,890,4.84,4.87,3.03,"high"
"1267",0.31,"Very Good","G","IF",61.6,54,891,4.4,4.43,2.72,"high"
"1268",0.32,"Premium","G","IF",59.4,60,891,4.45,4.47,2.65,"high"
"1269",0.32,"Premium","G","IF",61,59,891,4.38,4.41,2.68,"high"
"1270",0.31,"Ideal","G","IF",61.4,55,891,4.35,4.38,2.68,"high"
"1271",0.31,"Ideal","G","IF",61.4,55,891,4.36,4.4,2.69,"high"
"1272",0.31,"Ideal","G","IF",62.2,55,891,4.35,4.4,2.72,"high"
"1273",0.31,"Ideal","G","IF",61.9,55,891,4.35,4.38,2.7,"high"
"1274",0.31,"Ideal","G","IF",61.6,56,891,4.38,4.42,2.71,"high"
"1275",0.31,"Ideal","G","IF",61,56,891,4.38,4.41,2.68,"high"
"1276",0.31,"Ideal","G","IF",61.3,54,891,4.38,4.4,2.69,"high"
"1277",0.31,"Ideal","G","IF",61.4,56,891,4.38,4.41,2.7,"high"
"1278",0.31,"Ideal","G","IF",62.6,53,891,4.36,4.39,2.74,"high"
"1279",0.31,"Ideal","G","IF",61.8,56,891,4.33,4.37,2.69,"high"
"1280",0.31,"Ideal","G","IF",61.9,54,891,4.35,4.37,2.7,"high"
"1281",0.31,"Ideal","G","IF",61.8,55,891,4.35,4.39,2.7,"high"
"1282",0.31,"Ideal","G","IF",61.8,54,891,4.36,4.38,2.7,"high"
"1283",0.31,"Ideal","G","IF",61.9,54,891,4.35,4.38,2.7,"high"
"1284",0.31,"Ideal","G","IF",61,57,891,4.4,4.42,2.69,"high"
"1285",0.31,"Ideal","G","IF",61.7,56,891,4.34,4.38,2.69,"high"
"1286",0.31,"Ideal","G","IF",62,54,891,4.36,4.38,2.71,"high"
"1287",0.31,"Ideal","G","IF",61.7,55,891,4.36,4.39,2.7,"high"
"1288",0.31,"Ideal","G","IF",61.6,55,891,4.37,4.39,2.7,"high"
"1289",0.31,"Ideal","G","IF",61.3,56,891,4.38,4.4,2.69,"high"
"1290",0.31,"Ideal","G","IF",62.1,54,891,4.36,4.37,2.71,"high"
"1291",0.31,"Ideal","G","IF",61.3,57,891,4.39,4.42,2.7,"high"
"1292",0.31,"Ideal","G","IF",62.1,54,891,4.38,4.41,2.73,"high"
"1293",0.31,"Ideal","G","IF",60.2,59,891,4.37,4.4,2.64,"high"
"1294",0.31,"Ideal","G","IF",61.9,53,891,4.36,4.39,2.71,"high"
"1295",0.31,"Ideal","G","IF",61.7,54,891,4.38,4.4,2.71,"high"
"1296",0.31,"Ideal","G","IF",62.1,54,891,4.35,4.38,2.71,"high"
"1297",0.31,"Ideal","G","IF",61,57,891,4.36,4.39,2.67,"high"
"1298",0.31,"Ideal","G","IF",61.6,55,891,4.35,4.38,2.69,"high"
"1299",0.31,"Ideal","G","IF",61.2,56,891,4.36,4.4,2.68,"high"
"1300",0.31,"Ideal","G","IF",61.2,55,891,4.4,4.42,2.7,"high"
"1301",0.31,"Ideal","G","IF",62.1,54,891,4.37,4.39,2.72,"high"
"1302",0.33,"Ideal","I","IF",61.8,55,891,4.47,4.46,2.76,"high"
"1303",0.33,"Ideal","I","IF",62.1,55,891,4.44,4.41,2.75,"high"
"1304",0.33,"Premium","I","IF",62,58,891,4.46,4.44,2.76,"high"
"1305",0.33,"Ideal","I","IF",61.6,55,891,4.47,4.46,2.75,"high"
"1306",0.33,"Premium","I","IF",59,61,891,4.56,4.49,2.67,"high"
"1307",0.33,"Premium","I","IF",62.1,58,891,4.43,4.39,2.74,"high"
"1308",0.33,"Ideal","I","IF",62.2,56,891,4.45,4.42,2.76,"high"
"1309",0.33,"Ideal","I","IF",61.4,56,891,4.45,4.41,2.72,"high"
"1310",0.35,"Very Good","G","IF",62.1,54,892,4.53,4.57,2.82,"high"
"1311",0.3,"Ideal","F","IF",60.8,56,892,4.35,4.36,2.65,"high"
"1312",0.3,"Ideal","F","IF",60.9,56,892,4.32,4.35,2.64,"high"
"1313",0.27,"Ideal","D","IF",62.4,56,893,4.15,4.12,2.58,"high"
"1314",0.58,"Fair","F","I1",65.8,56,893,5.23,5.12,3.41,"low"
"1315",0.58,"Fair","F","I1",66.3,55,893,5.18,5.1,3.41,"low"
"1316",0.3,"Very Good","G","IF",62.9,58,895,4.21,4.25,2.66,"high"
"1317",0.3,"Very Good","G","IF",62.8,57,895,4.27,4.3,2.69,"high"
"1318",0.3,"Very Good","G","IF",63,53,895,4.24,4.3,2.69,"high"
"1319",0.3,"Good","G","IF",63.5,55,895,4.26,4.28,2.71,"high"
"1320",0.3,"Very Good","G","IF",61,62,895,4.32,4.34,2.64,"high"
"1321",0.3,"Ideal","G","IF",62.1,55,895,4.31,4.35,2.69,"high"
"1322",0.3,"Premium","G","IF",60,59,895,4.32,4.34,2.6,"high"
"1323",0.3,"Ideal","G","IF",62.6,57,895,4.28,4.32,2.69,"high"
